Title,Artist,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,hot,cluster
Spill the Wine,Eric Burdon & War,0.829,0.472,2,-13.568,0,0.046,0.38,0.0,0.0982,0.959,119.709,audio_features,0xt7wDpsnwlv4OicsEQi7N,spotify:track:0xt7wDpsnwlv4OicsEQi7N,https://api.spotify.com/v1/tracks/0xt7wDpsnwlv4OicsEQi7N,https://api.spotify.com/v1/audio-analysis/0xt7wDpsnwlv4OicsEQi7N,294800,4,No,10
Charlie Brown,The Coasters,0.485,0.751,10,-6.299,1,0.15,0.604,1.07e-06,0.0124,0.814,125.935,audio_features,6t83zAQg9Efca1u1DPL930,spotify:track:6t83zAQg9Efca1u1DPL930,https://api.spotify.com/v1/tracks/6t83zAQg9Efca1u1DPL930,https://api.spotify.com/v1/audio-analysis/6t83zAQg9Efca1u1DPL930,141307,4,No,4
No Good Advice,Girls Aloud,0.378,0.925,9,-3.781,1,0.185,0.0234,0.00062,0.18,0.584,108.525,audio_features,0Tr5G2mE56eLUGvCaXRM8I,spotify:track:0Tr5G2mE56eLUGvCaXRM8I,https://api.spotify.com/v1/tracks/0Tr5G2mE56eLUGvCaXRM8I,https://api.spotify.com/v1/audio-analysis/0Tr5G2mE56eLUGvCaXRM8I,234240,4,No,1
Two Months Off,Underworld,0.841,0.502,6,-9.068,0,0.211,0.52,0.000187,0.103,0.863,109.965,audio_features,5GxUKIEkMXXZo1Tif0IzfC,spotify:track:5GxUKIEkMXXZo1Tif0IzfC,https://api.spotify.com/v1/tracks/5GxUKIEkMXXZo1Tif0IzfC,https://api.spotify.com/v1/audio-analysis/5GxUKIEkMXXZo1Tif0IzfC,224747,4,No,11
I Don't Want to Miss a Thing,Aerosmith,0.39,0.649,2,-5.163,1,0.0345,0.172,0.0,0.216,0.144,121.161,audio_features,5qlJg0Wbj3sslxfwiaRNpq,spotify:track:5qlJg0Wbj3sslxfwiaRNpq,https://api.spotify.com/v1/tracks/5qlJg0Wbj3sslxfwiaRNpq,https://api.spotify.com/v1/audio-analysis/5qlJg0Wbj3sslxfwiaRNpq,299723,4,No,8
Strange,Wire,0.551,0.563,0,-10.492,1,0.0287,0.374,0.149,0.109,0.834,101.955,audio_features,0GWyL6sgPd7g6yppYNMLaG,spotify:track:0GWyL6sgPd7g6yppYNMLaG,https://api.spotify.com/v1/tracks/0GWyL6sgPd7g6yppYNMLaG,https://api.spotify.com/v1/audio-analysis/0GWyL6sgPd7g6yppYNMLaG,239347,4,No,10
867-5309/Jenny,Tommy Tutone,0.584,0.708,5,-10.039,1,0.0593,0.0264,0.00364,0.112,0.564,137.657,audio_features,6iX1f3r7oUJnMbGgQ2gx1j,spotify:track:6iX1f3r7oUJnMbGgQ2gx1j,https://api.spotify.com/v1/tracks/6iX1f3r7oUJnMbGgQ2gx1j,https://api.spotify.com/v1/audio-analysis/6iX1f3r7oUJnMbGgQ2gx1j,226200,4,No,1
Hey DJ,The World Famous Supreme Team,0.786,0.963,9,-2.84,0,0.127,0.207,0.0012,0.169,0.897,94.63,audio_features,7tW7kmX6o8avIUxN8yBUEo,spotify:track:7tW7kmX6o8avIUxN8yBUEo,https://api.spotify.com/v1/tracks/7tW7kmX6o8avIUxN8yBUEo,https://api.spotify.com/v1/audio-analysis/7tW7kmX6o8avIUxN8yBUEo,206081,4,No,5
S.F. Sorrow is Born,The Pretty Things,0.441,0.488,7,-10.838,1,0.0332,0.0218,0.000629,0.42,0.751,129.518,audio_features,4HXP9vwInhhLs4wY0X70fd,spotify:track:4HXP9vwInhhLs4wY0X70fd,https://api.spotify.com/v1/tracks/4HXP9vwInhhLs4wY0X70fd,https://api.spotify.com/v1/audio-analysis/4HXP9vwInhhLs4wY0X70fd,192733,4,No,13
Ooh-Ooh-Child,The Five Stairsteps,0.488,0.754,5,-7.95,0,0.0381,0.00154,2.42e-05,0.678,0.664,88.368,audio_features,74JdR9aXE6I74oS1BVRsvb,spotify:track:74JdR9aXE6I74oS1BVRsvb,https://api.spotify.com/v1/tracks/74JdR9aXE6I74oS1BVRsvb,https://api.spotify.com/v1/audio-analysis/74JdR9aXE6I74oS1BVRsvb,197160,4,No,13
Sir Duke,Stevie Wonder,0.588,0.568,6,-9.766,1,0.0672,0.16,0.0,0.0792,0.952,106.938,audio_features,4pNiE4LCVV74vfIBaUHm1b,spotify:track:4pNiE4LCVV74vfIBaUHm1b,https://api.spotify.com/v1/tracks/4pNiE4LCVV74vfIBaUHm1b,https://api.spotify.com/v1/audio-analysis/4pNiE4LCVV74vfIBaUHm1b,232760,4,No,10
Laugh Laugh,The Beau Brummels,0.486,0.683,1,-8.767,0,0.054,0.302,0.0,0.0987,0.749,128.722,audio_features,66V3speCvzVe6lUnIezZ0J,spotify:track:66V3speCvzVe6lUnIezZ0J,https://api.spotify.com/v1/tracks/66V3speCvzVe6lUnIezZ0J,https://api.spotify.com/v1/audio-analysis/66V3speCvzVe6lUnIezZ0J,176733,4,No,4
Keep On Loving You,REO Speedwagon,0.306,0.722,0,-5.963,1,0.034,0.0519,0.0,0.117,0.41,174.732,audio_features,4rcHWl68ai6KvpXlc8vbnE,spotify:track:4rcHWl68ai6KvpXlc8vbnE,https://api.spotify.com/v1/tracks/4rcHWl68ai6KvpXlc8vbnE,https://api.spotify.com/v1/audio-analysis/4rcHWl68ai6KvpXlc8vbnE,200293,4,No,8
Summertime,Billy Stewart,0.67,0.787,0,-6.847,0,0.0446,0.658,0.000217,0.13,0.819,113.345,audio_features,4qH8fQ5Ub2r6llHnrRGM3w,spotify:track:4qH8fQ5Ub2r6llHnrRGM3w,https://api.spotify.com/v1/tracks/4qH8fQ5Ub2r6llHnrRGM3w,https://api.spotify.com/v1/audio-analysis/4qH8fQ5Ub2r6llHnrRGM3w,254867,4,No,5
Love Is a Battlefield,Pat Benatar,0.669,0.633,2,-11.903,0,0.049,0.0137,0.0178,0.0979,0.862,90.626,audio_features,4wYqPn3Kg3vZrkVgW2oqAG,spotify:track:4wYqPn3Kg3vZrkVgW2oqAG,https://api.spotify.com/v1/tracks/4wYqPn3Kg3vZrkVgW2oqAG,https://api.spotify.com/v1/audio-analysis/4wYqPn3Kg3vZrkVgW2oqAG,245400,4,No,10
Fisherman's Blues,The Waterboys,0.389,0.592,9,-14.25,0,0.0484,0.0117,2.21e-06,0.062,0.647,137.869,audio_features,3UGUlDxCwTCzqksn3ugaoA,spotify:track:3UGUlDxCwTCzqksn3ugaoA,https://api.spotify.com/v1/tracks/3UGUlDxCwTCzqksn3ugaoA,https://api.spotify.com/v1/audio-analysis/3UGUlDxCwTCzqksn3ugaoA,254667,4,No,0
The Distance,Cake,0.457,0.752,11,-8.121,0,0.09,0.00959,0.00136,0.0573,0.897,183.578,audio_features,1szwDbVdIdoQq5mG5GXAmJ,spotify:track:1szwDbVdIdoQq5mG5GXAmJ,https://api.spotify.com/v1/tracks/1szwDbVdIdoQq5mG5GXAmJ,https://api.spotify.com/v1/audio-analysis/1szwDbVdIdoQq5mG5GXAmJ,179600,4,No,4
You Don't Know My Name,Alicia Keys,0.264,0.663,9,-8.264,1,0.187,0.59,0.00443,0.342,0.249,167.078,audio_features,6LGwYMXXgURfaequXipzHx,spotify:track:6LGwYMXXgURfaequXipzHx,https://api.spotify.com/v1/tracks/6LGwYMXXgURfaequXipzHx,https://api.spotify.com/v1/audio-analysis/6LGwYMXXgURfaequXipzHx,366733,4,No,8
My Girl,Otis Redding,0.74,0.322,0,-9.26,1,0.0399,0.551,0.000763,0.17,0.629,102.889,audio_features,5zQyqgNXKzhifkivumzxDS,spotify:track:5zQyqgNXKzhifkivumzxDS,https://api.spotify.com/v1/tracks/5zQyqgNXKzhifkivumzxDS,https://api.spotify.com/v1/audio-analysis/5zQyqgNXKzhifkivumzxDS,175853,4,No,3
A Sunday Kind of Love,The Harptones,0.421,0.285,2,-9.43,0,0.0293,0.829,1.55e-06,0.233,0.402,85.861,audio_features,0zGLlXbHlrAyBN1x6sY0rb,spotify:track:0zGLlXbHlrAyBN1x6sY0rb,https://api.spotify.com/v1/tracks/0zGLlXbHlrAyBN1x6sY0rb,https://api.spotify.com/v1/audio-analysis/0zGLlXbHlrAyBN1x6sY0rb,196133,4,No,7
You Got It (The Right Stuff),New Kids on the Block,0.787,0.522,0,-13.029,0,0.0578,0.0126,1.34e-06,0.0671,0.923,111.576,audio_features,4buDeg67vos7KP1yHrS9wl,spotify:track:4buDeg67vos7KP1yHrS9wl,https://api.spotify.com/v1/tracks/4buDeg67vos7KP1yHrS9wl,https://api.spotify.com/v1/audio-analysis/4buDeg67vos7KP1yHrS9wl,249960,4,No,10
Sit Down,James,0.561,0.706,9,-9.446,1,0.029,0.00263,0.00125,0.122,0.569,126.077,audio_features,66IC0uXoVyYT5q3R27bbZy,spotify:track:66IC0uXoVyYT5q3R27bbZy,https://api.spotify.com/v1/tracks/66IC0uXoVyYT5q3R27bbZy,https://api.spotify.com/v1/audio-analysis/66IC0uXoVyYT5q3R27bbZy,244867,4,No,1
Simon Says,Pharoahe Monch,0.664,0.916,1,-3.888,1,0.473,0.17,1.67e-05,0.164,0.559,93.134,audio_features,67IvfvAMYQzJEeHopvwMMW,spotify:track:67IvfvAMYQzJEeHopvwMMW,https://api.spotify.com/v1/tracks/67IvfvAMYQzJEeHopvwMMW,https://api.spotify.com/v1/audio-analysis/67IvfvAMYQzJEeHopvwMMW,173159,4,No,9
Which Will,Nick Drake,0.629,0.362,11,-9.571,0,0.0257,0.909,0.0462,0.0956,0.348,95.274,audio_features,4Cg0paoTgxlo2LC85HKaab,spotify:track:4Cg0paoTgxlo2LC85HKaab,https://api.spotify.com/v1/tracks/4Cg0paoTgxlo2LC85HKaab,https://api.spotify.com/v1/audio-analysis/4Cg0paoTgxlo2LC85HKaab,176951,4,No,7
I'd Rather Go Blind,Etta James,0.477,0.433,11,-6.473,0,0.0247,0.689,0.000195,0.151,0.611,82.52,audio_features,1kPBT8S2wJFNAyBMnGVZgL,spotify:track:1kPBT8S2wJFNAyBMnGVZgL,https://api.spotify.com/v1/tracks/1kPBT8S2wJFNAyBMnGVZgL,https://api.spotify.com/v1/audio-analysis/1kPBT8S2wJFNAyBMnGVZgL,156653,3,No,3
What I Like About You,The Romantics,0.542,0.915,9,-9.637,1,0.0549,0.319,5.34e-05,0.171,0.92,159.81,audio_features,6NdcSEhpGGAYXNnnhGS2s6,spotify:track:6NdcSEhpGGAYXNnnhGS2s6,https://api.spotify.com/v1/tracks/6NdcSEhpGGAYXNnnhGS2s6,https://api.spotify.com/v1/audio-analysis/6NdcSEhpGGAYXNnnhGS2s6,175400,4,No,4
"William, It Was Really Nothing",The Smiths,0.517,0.939,2,-4.929,1,0.0441,0.0482,0.000574,0.334,0.487,130.661,audio_features,6SwqPZs0XuSnyqkbnkkAjQ,spotify:track:6SwqPZs0XuSnyqkbnkkAjQ,https://api.spotify.com/v1/tracks/6SwqPZs0XuSnyqkbnkkAjQ,https://api.spotify.com/v1/audio-analysis/6SwqPZs0XuSnyqkbnkkAjQ,131600,4,No,1
Signs,Snoop Doggy Dogg,0.934,0.706,7,-5.317,1,0.178,0.0305,0.000121,0.136,0.614,112.962,audio_features,4HSAJpNocVNJbwbQvtCMdO,spotify:track:4HSAJpNocVNJbwbQvtCMdO,https://api.spotify.com/v1/tracks/4HSAJpNocVNJbwbQvtCMdO,https://api.spotify.com/v1/audio-analysis/4HSAJpNocVNJbwbQvtCMdO,236480,4,No,11
It Was a Very Good Year,Frank Sinatra,0.215,0.142,7,-15.395,0,0.0325,0.862,0.0,0.113,0.126,79.608,audio_features,2ID3rNM3hFBjqrLcV0Wr0y,spotify:track:2ID3rNM3hFBjqrLcV0Wr0y,https://api.spotify.com/v1/tracks/2ID3rNM3hFBjqrLcV0Wr0y,https://api.spotify.com/v1/audio-analysis/2ID3rNM3hFBjqrLcV0Wr0y,267240,4,No,7
Writing to Reach You,Travis,0.222,0.652,9,-8.385,1,0.0311,0.0457,0.00191,0.164,0.513,163.817,audio_features,5mj5Y0kWPa0rNR4Du3iKPe,spotify:track:5mj5Y0kWPa0rNR4Du3iKPe,https://api.spotify.com/v1/tracks/5mj5Y0kWPa0rNR4Du3iKPe,https://api.spotify.com/v1/audio-analysis/5mj5Y0kWPa0rNR4Du3iKPe,221760,4,No,8
See No Evil,Television,0.398,0.782,7,-7.944,1,0.0322,0.0224,0.0684,0.0912,0.806,144.965,audio_features,2OaXmeYBJ0hcTmS3kxjJOx,spotify:track:2OaXmeYBJ0hcTmS3kxjJOx,https://api.spotify.com/v1/tracks/2OaXmeYBJ0hcTmS3kxjJOx,https://api.spotify.com/v1/audio-analysis/2OaXmeYBJ0hcTmS3kxjJOx,232960,4,No,4
Pretty Little Angel Eyes,Curtis Lee,0.644,0.533,4,-11.606,1,0.0567,0.322,0.0,0.0781,0.789,112.166,audio_features,6V78SGCT1pus499ShyOT6K,spotify:track:6V78SGCT1pus499ShyOT6K,https://api.spotify.com/v1/tracks/6V78SGCT1pus499ShyOT6K,https://api.spotify.com/v1/audio-analysis/6V78SGCT1pus499ShyOT6K,153667,4,No,10
All Down the Line,The Rolling Stones,0.519,0.973,7,-3.044,1,0.0562,0.39,0.978,0.784,0.822,140.221,audio_features,5GHKbjIY0gTCqoY5aruDDc,spotify:track:5GHKbjIY0gTCqoY5aruDDc,https://api.spotify.com/v1/tracks/5GHKbjIY0gTCqoY5aruDDc,https://api.spotify.com/v1/audio-analysis/5GHKbjIY0gTCqoY5aruDDc,229493,4,No,6
Darts of Pleasure,Franz Ferdinand,0.405,0.724,4,-7.641,0,0.0416,0.00107,1.94e-06,0.603,0.782,144.803,audio_features,7h0jDykw4RpWFqUhZQuElW,spotify:track:7h0jDykw4RpWFqUhZQuElW,https://api.spotify.com/v1/tracks/7h0jDykw4RpWFqUhZQuElW,https://api.spotify.com/v1/audio-analysis/7h0jDykw4RpWFqUhZQuElW,179667,4,No,13
It Ain't Me Babe,Bob Dylan,0.572,0.302,7,-8.573,1,0.0286,0.743,0.0,0.125,0.389,105.54,audio_features,5nbNWAfT1S6V1vqj3snHxS,spotify:track:5nbNWAfT1S6V1vqj3snHxS,https://api.spotify.com/v1/tracks/5nbNWAfT1S6V1vqj3snHxS,https://api.spotify.com/v1/audio-analysis/5nbNWAfT1S6V1vqj3snHxS,214440,4,No,3
Private Number,Judy Clay and William Bell,0.538,0.237,9,-16.951,1,0.0269,0.0271,0.0,0.521,0.69,103.307,audio_features,0j0NJyTIMkozPchYkvGoOS,spotify:track:0j0NJyTIMkozPchYkvGoOS,https://api.spotify.com/v1/tracks/0j0NJyTIMkozPchYkvGoOS,https://api.spotify.com/v1/audio-analysis/0j0NJyTIMkozPchYkvGoOS,160933,4,No,13
Main Street,Bob Seger,0.505,0.747,8,-5.422,1,0.0308,0.064,0.00647,0.244,0.529,139.865,audio_features,0XVR94voJPToKX1XoOw0ot,spotify:track:0XVR94voJPToKX1XoOw0ot,https://api.spotify.com/v1/tracks/0XVR94voJPToKX1XoOw0ot,https://api.spotify.com/v1/audio-analysis/0XVR94voJPToKX1XoOw0ot,223090,4,No,1
Incense and Peppermints,Strawberry Alarm Clock,0.484,0.655,4,-11.118,1,0.0316,0.033,0.0,0.0885,0.634,133.158,audio_features,16iApoNZYaN6gbMtRRVV6B,spotify:track:16iApoNZYaN6gbMtRRVV6B,https://api.spotify.com/v1/tracks/16iApoNZYaN6gbMtRRVV6B,https://api.spotify.com/v1/audio-analysis/16iApoNZYaN6gbMtRRVV6B,167453,4,No,0
Can't Be Sure,The Sundays,0.396,0.443,2,-9.743,1,0.0358,0.735,0.00259,0.0706,0.356,127.568,audio_features,17fLX149EuVS0C5XfyQ6Md,spotify:track:17fLX149EuVS0C5XfyQ6Md,https://api.spotify.com/v1/tracks/17fLX149EuVS0C5XfyQ6Md,https://api.spotify.com/v1/audio-analysis/17fLX149EuVS0C5XfyQ6Md,202427,4,No,2
"Baby, Please Don't Go",Them,0.699,0.882,4,-3.896,0,0.0311,0.00296,0.0544,0.13,0.657,120.016,audio_features,6jg5SRvdGxvJ0DzNV0UqEK,spotify:track:6jg5SRvdGxvJ0DzNV0UqEK,https://api.spotify.com/v1/tracks/6jg5SRvdGxvJ0DzNV0UqEK,https://api.spotify.com/v1/audio-analysis/6jg5SRvdGxvJ0DzNV0UqEK,196813,4,No,5
I Am a Scientist,Guided by Voices,0.381,0.784,9,-9.703,1,0.0327,0.0403,0.000173,0.158,0.773,116.597,audio_features,1omrmryZ7AkwIb6EE6VcZ7,spotify:track:1omrmryZ7AkwIb6EE6VcZ7,https://api.spotify.com/v1/tracks/1omrmryZ7AkwIb6EE6VcZ7,https://api.spotify.com/v1/audio-analysis/1omrmryZ7AkwIb6EE6VcZ7,151840,4,No,1
Macarena,Los Del Rio,0.737,0.93,1,-6.083,1,0.0534,0.237,1.57e-06,0.0911,0.965,103.191,audio_features,2df5QsXucx4VLiHNGusXD5,spotify:track:2df5QsXucx4VLiHNGusXD5,https://api.spotify.com/v1/tracks/2df5QsXucx4VLiHNGusXD5,https://api.spotify.com/v1/audio-analysis/2df5QsXucx4VLiHNGusXD5,253107,4,No,5
Blue Suede Shoes,Elvis Presley,0.557,0.66,2,-7.706,1,0.056,0.654,1.66e-06,0.138,0.962,95.252,audio_features,47gmoUrZV3w20JAnQOZMcO,spotify:track:47gmoUrZV3w20JAnQOZMcO,https://api.spotify.com/v1/tracks/47gmoUrZV3w20JAnQOZMcO,https://api.spotify.com/v1/audio-analysis/47gmoUrZV3w20JAnQOZMcO,119200,4,No,3
Beechwood 4-5789,The Marvelettes,0.631,0.67,2,-4.755,1,0.0336,0.68,0.0,0.167,0.972,138.273,audio_features,1vFNrZld2sLrmxwLIO1r1L,spotify:track:1vFNrZld2sLrmxwLIO1r1L,https://api.spotify.com/v1/tracks/1vFNrZld2sLrmxwLIO1r1L,https://api.spotify.com/v1/audio-analysis/1vFNrZld2sLrmxwLIO1r1L,133613,4,No,5
Stella,Jam & Spoon,0.646,0.694,1,-15.14,0,0.0426,0.00482,0.948,0.103,0.501,129.998,audio_features,4xpb4uciTIVelhTvPdfZVD,spotify:track:4xpb4uciTIVelhTvPdfZVD,https://api.spotify.com/v1/tracks/4xpb4uciTIVelhTvPdfZVD,https://api.spotify.com/v1/audio-analysis/4xpb4uciTIVelhTvPdfZVD,378933,4,No,6
Better Be Home Soon,Crowded House,0.437,0.373,0,-14.846,1,0.028,0.261,1.2e-06,0.0984,0.355,93.519,audio_features,4ZYCwq1EMPY5zZt195ARWg,spotify:track:4ZYCwq1EMPY5zZt195ARWg,https://api.spotify.com/v1/tracks/4ZYCwq1EMPY5zZt195ARWg,https://api.spotify.com/v1/audio-analysis/4ZYCwq1EMPY5zZt195ARWg,187667,4,No,0
City Sickness,Tindersticks,0.555,0.574,7,-8.944,1,0.0297,0.00934,0.00233,0.132,0.479,116.933,audio_features,1kXhOONXL3umYWxCVB1rZF,spotify:track:1kXhOONXL3umYWxCVB1rZF,https://api.spotify.com/v1/tracks/1kXhOONXL3umYWxCVB1rZF,https://api.spotify.com/v1/audio-analysis/1kXhOONXL3umYWxCVB1rZF,240187,4,No,0
There's a Moon Out Tonight,The Capris,0.508,0.488,6,-9.486,1,0.0336,0.867,0.0,0.272,0.6,100.444,audio_features,3hy4WKSFmCsyQbwAgPixMc,spotify:track:3hy4WKSFmCsyQbwAgPixMc,https://api.spotify.com/v1/tracks/3hy4WKSFmCsyQbwAgPixMc,https://api.spotify.com/v1/audio-analysis/3hy4WKSFmCsyQbwAgPixMc,133880,3,No,3
I Feel Fine,The Beatles,0.564,0.827,7,-7.089,1,0.0283,0.0904,3.73e-06,0.127,0.912,89.847,audio_features,5hhF25sWnZvXhimOHLjTRE,spotify:track:5hhF25sWnZvXhimOHLjTRE,https://api.spotify.com/v1/tracks/5hhF25sWnZvXhimOHLjTRE,https://api.spotify.com/v1/audio-analysis/5hhF25sWnZvXhimOHLjTRE,139347,4,No,5
Engine No. 9,Wilson Pickett,0.577,0.853,10,-8.097,0,0.112,0.00585,0.00699,0.0612,0.882,191.255,audio_features,0Q0E6Xe8OvefYLYfVPfRhs,spotify:track:0Q0E6Xe8OvefYLYfVPfRhs,https://api.spotify.com/v1/tracks/0Q0E6Xe8OvefYLYfVPfRhs,https://api.spotify.com/v1/audio-analysis/0Q0E6Xe8OvefYLYfVPfRhs,171600,4,No,4
The Time Is Now,Moloko,0.682,0.743,9,-10.644,0,0.165,0.35,0.000129,0.277,0.546,127.962,audio_features,6h9AH81lpDbjcsBz2ClqAE,spotify:track:6h9AH81lpDbjcsBz2ClqAE,https://api.spotify.com/v1/tracks/6h9AH81lpDbjcsBz2ClqAE,https://api.spotify.com/v1/audio-analysis/6h9AH81lpDbjcsBz2ClqAE,318280,4,No,11
Build Me Up Buttercup,The Foundations,0.564,0.555,0,-9.07,1,0.0293,0.242,0.0,0.244,0.882,67.082,audio_features,4eGlvsFXmFqdJrVXe9FbgD,spotify:track:4eGlvsFXmFqdJrVXe9FbgD,https://api.spotify.com/v1/tracks/4eGlvsFXmFqdJrVXe9FbgD,https://api.spotify.com/v1/audio-analysis/4eGlvsFXmFqdJrVXe9FbgD,177520,4,No,10
Shoop,Salt 'n' Pepa,0.939,0.675,0,-7.232,1,0.211,0.0915,0.0,0.0565,0.795,96.918,audio_features,0Pu71wxadDlB8fJXfjIjeJ,spotify:track:0Pu71wxadDlB8fJXfjIjeJ,https://api.spotify.com/v1/tracks/0Pu71wxadDlB8fJXfjIjeJ,https://api.spotify.com/v1/audio-analysis/0Pu71wxadDlB8fJXfjIjeJ,248573,4,No,11
Leaving Home,International Pony,0.7,0.447,8,-11.083,0,0.0354,0.532,0.000192,0.0878,0.829,144.726,audio_features,0exKMPo2iind68yWTaHCrr,spotify:track:0exKMPo2iind68yWTaHCrr,https://api.spotify.com/v1/tracks/0exKMPo2iind68yWTaHCrr,https://api.spotify.com/v1/audio-analysis/0exKMPo2iind68yWTaHCrr,256893,4,No,3
As Tears Go By,Marianne Faithfull,0.517,0.527,0,-10.667,1,0.0296,0.362,1.8e-05,0.413,0.812,127.697,audio_features,2EYXCRp63iQdmeKHXN8Rrg,spotify:track:2EYXCRp63iQdmeKHXN8Rrg,https://api.spotify.com/v1/tracks/2EYXCRp63iQdmeKHXN8Rrg,https://api.spotify.com/v1/audio-analysis/2EYXCRp63iQdmeKHXN8Rrg,157920,4,No,3
Flashdance (What a Feeling),Irene Cara,0.572,0.654,7,-7.027,0,0.0344,0.0058,3.21e-06,0.09,0.399,122.491,audio_features,3cbV252akVZInSvJk7jAYX,spotify:track:3cbV252akVZInSvJk7jAYX,https://api.spotify.com/v1/tracks/3cbV252akVZInSvJk7jAYX,https://api.spotify.com/v1/audio-analysis/3cbV252akVZInSvJk7jAYX,237053,4,No,1
Last Resort,Papa Roach,0.589,0.89,4,-3.719,0,0.0603,0.000481,0.00082,0.201,0.692,90.598,audio_features,5W8YXBz9MTIDyrpYaCg2Ky,spotify:track:5W8YXBz9MTIDyrpYaCg2Ky,https://api.spotify.com/v1/tracks/5W8YXBz9MTIDyrpYaCg2Ky,https://api.spotify.com/v1/audio-analysis/5W8YXBz9MTIDyrpYaCg2Ky,199907,4,No,1
Walk Like an Egyptian,The Bangles,0.711,0.833,11,-12.756,1,0.0851,0.0144,3.46e-06,0.303,0.756,103.153,audio_features,5L6HNuXN71bfeuKXYtRasF,spotify:track:5L6HNuXN71bfeuKXYtRasF,https://api.spotify.com/v1/tracks/5L6HNuXN71bfeuKXYtRasF,https://api.spotify.com/v1/audio-analysis/5L6HNuXN71bfeuKXYtRasF,203227,4,No,10
Treason (It's Just a Story),The Teardrop Explodes,0.407,0.685,2,-7.271,1,0.0305,0.00203,0.0,0.14,0.893,143.136,audio_features,5PoeM9NAMtFBGLxwJZVuGd,spotify:track:5PoeM9NAMtFBGLxwJZVuGd,https://api.spotify.com/v1/tracks/5PoeM9NAMtFBGLxwJZVuGd,https://api.spotify.com/v1/audio-analysis/5PoeM9NAMtFBGLxwJZVuGd,177947,4,No,4
I'm Bad,LL Cool J,0.624,0.435,2,-15.44,1,0.245,0.000917,1.17e-06,0.41,0.735,179.267,audio_features,0hioWv2FDtVePjHFTwgrf7,spotify:track:0hioWv2FDtVePjHFTwgrf7,https://api.spotify.com/v1/tracks/0hioWv2FDtVePjHFTwgrf7,https://api.spotify.com/v1/audio-analysis/0hioWv2FDtVePjHFTwgrf7,279733,4,No,9
Less Than Zero,Elvis Costello,0.794,0.489,5,-10.309,1,0.0596,0.429,4.58e-06,0.0648,0.924,112.779,audio_features,3AaPC1M5Vsvt8AcpVlHpsL,spotify:track:3AaPC1M5Vsvt8AcpVlHpsL,https://api.spotify.com/v1/tracks/3AaPC1M5Vsvt8AcpVlHpsL,https://api.spotify.com/v1/audio-analysis/3AaPC1M5Vsvt8AcpVlHpsL,198907,4,No,10
Room 123 (She's Strange),Cameo,0.816,0.593,1,-11.751,1,0.0867,0.136,0.0358,0.0631,0.883,109.006,audio_features,5QW1EprEeYRlalLAAlo0d6,spotify:track:5QW1EprEeYRlalLAAlo0d6,https://api.spotify.com/v1/tracks/5QW1EprEeYRlalLAAlo0d6,https://api.spotify.com/v1/audio-analysis/5QW1EprEeYRlalLAAlo0d6,431667,4,No,10
Domino,Van Morrison,0.731,0.555,2,-13.684,1,0.0519,0.321,0.000103,0.0527,0.935,131.26,audio_features,0eti3iRdEgUxwcIcN2N9DY,spotify:track:0eti3iRdEgUxwcIcN2N9DY,https://api.spotify.com/v1/tracks/0eti3iRdEgUxwcIcN2N9DY,https://api.spotify.com/v1/audio-analysis/0eti3iRdEgUxwcIcN2N9DY,189427,4,No,10
The Lonesome Death of Hattie Carroll,Bob Dylan,0.523,0.177,4,-12.411,1,0.0395,0.884,0.0,0.276,0.236,140.116,audio_features,6j1fiAG1NFBqPDRfJY19Yv,spotify:track:6j1fiAG1NFBqPDRfJY19Yv,https://api.spotify.com/v1/tracks/6j1fiAG1NFBqPDRfJY19Yv,https://api.spotify.com/v1/audio-analysis/6j1fiAG1NFBqPDRfJY19Yv,344631,3,No,2
Strong Island,JVC Force,0.766,0.902,6,-6.36,1,0.0973,0.754,1.94e-06,0.183,0.958,95.883,audio_features,4gL6J18mb93kNay5kuAUFR,spotify:track:4gL6J18mb93kNay5kuAUFR,https://api.spotify.com/v1/tracks/4gL6J18mb93kNay5kuAUFR,https://api.spotify.com/v1/audio-analysis/4gL6J18mb93kNay5kuAUFR,359693,4,No,5
Point of No Return,Exposé,0.6,0.814,0,-9.411,1,0.0415,0.00342,0.00209,0.0605,0.873,120.037,audio_features,0ozd432IdkUR3ItM8ieKt0,spotify:track:0ozd432IdkUR3ItM8ieKt0,https://api.spotify.com/v1/tracks/0ozd432IdkUR3ItM8ieKt0,https://api.spotify.com/v1/audio-analysis/0ozd432IdkUR3ItM8ieKt0,207867,4,No,5
Just An Illusion,Imagination,0.752,0.548,11,-10.532,0,0.0329,0.295,0.115,0.0582,0.658,105.125,audio_features,4QT3YKobBj4BI7xCYRLr9u,spotify:track:4QT3YKobBj4BI7xCYRLr9u,https://api.spotify.com/v1/tracks/4QT3YKobBj4BI7xCYRLr9u,https://api.spotify.com/v1/audio-analysis/4QT3YKobBj4BI7xCYRLr9u,387867,4,No,10
Summer Breeze,The Isley Brothers,0.31,0.629,9,-10.057,0,0.0484,0.212,0.00894,0.122,0.544,152.276,audio_features,7wcP2Aa2SliFhwi4SyfvfV,spotify:track:7wcP2Aa2SliFhwi4SyfvfV,https://api.spotify.com/v1/tracks/7wcP2Aa2SliFhwi4SyfvfV,https://api.spotify.com/v1/audio-analysis/7wcP2Aa2SliFhwi4SyfvfV,371707,4,No,8
