Title,Artist,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,hot,cluster
Cowgirls,Morgan Wallen Featuring ERNEST,0.624,0.766,8,-3.805,1,0.0359,0.199,8.62e-06,0.156,0.37,172.08,audio_features,7fveJ3pk1eSfxBdVkzdXZ0,spotify:track:7fveJ3pk1eSfxBdVkzdXZ0,https://api.spotify.com/v1/tracks/7fveJ3pk1eSfxBdVkzdXZ0,https://api.spotify.com/v1/audio-analysis/7fveJ3pk1eSfxBdVkzdXZ0,181621,4,Yes,8
Man Made A Bar,Morgan Wallen Featuring Eric Church,0.498,0.764,4,-5.006,1,0.0309,0.123,3.07e-05,0.119,0.489,147.984,audio_features,73zawW1ttszLRgT9By826D,spotify:track:73zawW1ttszLRgT9By826D,https://api.spotify.com/v1/tracks/73zawW1ttszLRgT9By826D,https://api.spotify.com/v1/audio-analysis/73zawW1ttszLRgT9By826D,191231,4,Yes,8
Ch y La Pizza,Fuerza Regida X Natanael Cano,0.661,0.6,8,-4.495,1,0.125,0.401,0.0,0.141,0.848,148.666,audio_features,1ySH55O0zbQBR77q8wQEyn,spotify:track:1ySH55O0zbQBR77q8wQEyn,https://api.spotify.com/v1/tracks/1ySH55O0zbQBR77q8wQEyn,https://api.spotify.com/v1/audio-analysis/1ySH55O0zbQBR77q8wQEyn,136913,3,Yes,4
Need A Favor,Jelly Roll,0.504,0.771,6,-4.231,1,0.0319,0.0123,1.89e-05,0.078,0.555,157.985,audio_features,5jUOG0aeAofL5u3UWyrtDO,spotify:track:5jUOG0aeAofL5u3UWyrtDO,https://api.spotify.com/v1/tracks/5jUOG0aeAofL5u3UWyrtDO,https://api.spotify.com/v1/audio-analysis/5jUOG0aeAofL5u3UWyrtDO,197400,4,Yes,8
Yandel 150,Yandel & Feid,0.783,0.729,6,-3.549,0,0.0691,0.0492,0.000272,0.1,0.58,167.968,audio_features,2oiixB9QMIzhWaHGVlQx4g,spotify:track:2oiixB9QMIzhWaHGVlQx4g,https://api.spotify.com/v1/tracks/2oiixB9QMIzhWaHGVlQx4g,https://api.spotify.com/v1/audio-analysis/2oiixB9QMIzhWaHGVlQx4g,216148,4,Yes,5
In Ha Mood,Ice Spice,0.768,0.74,0,-6.595,1,0.336,0.696,6.81e-06,0.23,0.532,141.059,audio_features,0yUaLqhsVsguBpoOPL4cO7,spotify:track:0yUaLqhsVsguBpoOPL4cO7,https://api.spotify.com/v1/tracks/0yUaLqhsVsguBpoOPL4cO7,https://api.spotify.com/v1/audio-analysis/0yUaLqhsVsguBpoOPL4cO7,129362,4,Yes,9
Trance,"Metro Boomin, Travis Scott & Young Thug",0.571,0.549,1,-7.38,0,0.404,0.18,0.0,0.168,0.447,119.497,audio_features,5wG3HvLhF6Y5KTGlK0IW3J,spotify:track:5wG3HvLhF6Y5KTGlK0IW3J,https://api.spotify.com/v1/tracks/5wG3HvLhF6Y5KTGlK0IW3J,https://api.spotify.com/v1/audio-analysis/5wG3HvLhF6Y5KTGlK0IW3J,194787,4,Yes,9
ICU,Coco Jones,0.584,0.453,8,-6.682,1,0.0661,0.753,0.0,0.111,0.328,124.913,audio_features,58cMDjQSUdWJUgFmHxRhjt,spotify:track:58cMDjQSUdWJUgFmHxRhjt,https://api.spotify.com/v1/tracks/58cMDjQSUdWJUgFmHxRhjt,https://api.spotify.com/v1/audio-analysis/58cMDjQSUdWJUgFmHxRhjt,241624,3,Yes,3
El Gordo Trae El Mando,Chino Pacas,0.736,0.8,7,-5.38,0,0.0525,0.179,0.0,0.0498,0.961,140.253,audio_features,3kf0WdFOalKWBkCCLJo4mA,spotify:track:3kf0WdFOalKWBkCCLJo4mA,https://api.spotify.com/v1/tracks/3kf0WdFOalKWBkCCLJo4mA,https://api.spotify.com/v1/audio-analysis/3kf0WdFOalKWBkCCLJo4mA,112087,3,Yes,5
All Of The Girls You Loved Before,Taylor Swift,0.718,0.467,2,-9.66,1,0.0398,0.707,6.92e-05,0.126,0.396,95.96,audio_features,4P9Q0GojKVXpRTJCaL3kyy,spotify:track:4P9Q0GojKVXpRTJCaL3kyy,https://api.spotify.com/v1/tracks/4P9Q0GojKVXpRTJCaL3kyy,https://api.spotify.com/v1/audio-analysis/4P9Q0GojKVXpRTJCaL3kyy,221407,3,Yes,3
Gold,Dierks Bentley,0.674,0.873,1,-4.256,1,0.0285,0.0482,0.0,0.18,0.946,115.01,audio_features,4iy69rTUn8cAY8Q8q9vfOw,spotify:track:4iy69rTUn8cAY8Q8q9vfOw,https://api.spotify.com/v1/tracks/4iy69rTUn8cAY8Q8q9vfOw,https://api.spotify.com/v1/audio-analysis/4iy69rTUn8cAY8Q8q9vfOw,167760,4,Yes,5
Dogtooth,"Tyler, The Creator",0.558,0.559,6,-9.222,1,0.0959,0.371,7.49e-06,0.109,0.62,78.558,audio_features,7KA4W4McWYRpgf0fWsJZWB,spotify:track:7KA4W4McWYRpgf0fWsJZWB,https://api.spotify.com/v1/tracks/7KA4W4McWYRpgf0fWsJZWB,https://api.spotify.com/v1/audio-analysis/7KA4W4McWYRpgf0fWsJZWB,180387,4,Yes,0
Painting Pictures,Superstar Pride,0.956,0.515,11,-9.962,0,0.337,0.305,0.0,0.156,0.69,119.937,audio_features,7oLKoGzQVwjZ91AzCn560T,spotify:track:7oLKoGzQVwjZ91AzCn560T,https://api.spotify.com/v1/tracks/7oLKoGzQVwjZ91AzCn560T,https://api.spotify.com/v1/audio-analysis/7oLKoGzQVwjZ91AzCn560T,122070,4,Yes,11
Ceilings,Lizzy McAlpine,0.516,0.322,9,-11.762,1,0.0292,0.473,0.00194,0.215,0.261,148.005,audio_features,2L9N0zZnd37dwF0clgxMGI,spotify:track:2L9N0zZnd37dwF0clgxMGI,https://api.spotify.com/v1/tracks/2L9N0zZnd37dwF0clgxMGI,https://api.spotify.com/v1/audio-analysis/2L9N0zZnd37dwF0clgxMGI,182888,3,Yes,2
Human,Cody Johnson,0.4,0.647,2,-7.279,1,0.0337,0.176,5.79e-05,0.11,0.274,84.08,audio_features,5AihIu9yF3flkw1jFMyfwW,spotify:track:5AihIu9yF3flkw1jFMyfwW,https://api.spotify.com/v1/tracks/5AihIu9yF3flkw1jFMyfwW,https://api.spotify.com/v1/audio-analysis/5AihIu9yF3flkw1jFMyfwW,221520,4,Yes,0
Que Vuelvas,Carin Leon X Grupo Frontera,0.491,0.643,10,-4.309,1,0.0442,0.187,0.0,0.109,0.779,162.469,audio_features,6Um358vY92UBv5DloTRX9L,spotify:track:6Um358vY92UBv5DloTRX9L,https://api.spotify.com/v1/tracks/6Um358vY92UBv5DloTRX9L,https://api.spotify.com/v1/audio-analysis/6Um358vY92UBv5DloTRX9L,169419,4,Yes,4
Strike (Holster),Lil Yachty,0.851,0.642,1,-5.281,1,0.216,0.0658,0.0,0.0713,0.701,143.091,audio_features,7iTTWHbr4tAlsRJN4m4bay,spotify:track:7iTTWHbr4tAlsRJN4m4bay,https://api.spotify.com/v1/tracks/7iTTWHbr4tAlsRJN4m4bay,https://api.spotify.com/v1/audio-analysis/7iTTWHbr4tAlsRJN4m4bay,148115,4,Yes,11
Sunrise,Morgan Wallen,0.613,0.765,2,-5.058,0,0.0318,0.259,4.28e-06,0.0832,0.343,139.993,audio_features,0JtgoDDf0ggWaoXCGhcOoT,spotify:track:0JtgoDDf0ggWaoXCGhcOoT,https://api.spotify.com/v1/tracks/0JtgoDDf0ggWaoXCGhcOoT,https://api.spotify.com/v1/audio-analysis/0JtgoDDf0ggWaoXCGhcOoT,182522,4,Yes,1
Like Crazy,Jimin,0.623,0.755,7,-5.386,1,0.0415,0.00306,0.0,0.387,0.32,119.957,audio_features,0u8rZGtXJrLtiSe34FPjGG,spotify:track:0u8rZGtXJrLtiSe34FPjGG,https://api.spotify.com/v1/tracks/0u8rZGtXJrLtiSe34FPjGG,https://api.spotify.com/v1/audio-analysis/0u8rZGtXJrLtiSe34FPjGG,212254,4,Yes,1
Dawns,Zach Bryan Featuring Maggie Rogers,0.447,0.441,0,-7.658,1,0.0456,0.874,4.36e-05,0.188,0.286,122.811,audio_features,42TtHTxWk782ZBiqyOi2d1,spotify:track:42TtHTxWk782ZBiqyOi2d1,https://api.spotify.com/v1/tracks/42TtHTxWk782ZBiqyOi2d1,https://api.spotify.com/v1/audio-analysis/42TtHTxWk782ZBiqyOi2d1,290892,4,Yes,2
Happy,NF,0.732,0.855,7,-4.064,1,0.0415,0.306,0.0,0.12,0.221,106.004,audio_features,3ZEno9fORwMA1HPecdLi0R,spotify:track:3ZEno9fORwMA1HPecdLi0R,https://api.spotify.com/v1/tracks/3ZEno9fORwMA1HPecdLi0R,https://api.spotify.com/v1/audio-analysis/3ZEno9fORwMA1HPecdLi0R,242691,4,Yes,1
Chanel,Becky G & Peso Pluma,0.852,0.675,2,-5.738,1,0.0363,0.397,0.00317,0.0905,0.528,132.005,audio_features,5RcxRGvmYai7kpFSfxe5GY,spotify:track:5RcxRGvmYai7kpFSfxe5GY,https://api.spotify.com/v1/tracks/5RcxRGvmYai7kpFSfxe5GY,https://api.spotify.com/v1/audio-analysis/5RcxRGvmYai7kpFSfxe5GY,201993,3,Yes,5
Forever,Lil Baby Featuring Fridayy,0.462,0.251,4,-12.072,0,0.159,0.414,0.0,0.201,0.137,89.705,audio_features,1T4k0sw0HldDg004Kw4Oct,spotify:track:1T4k0sw0HldDg004Kw4Oct,https://api.spotify.com/v1/tracks/1T4k0sw0HldDg004Kw4Oct,https://api.spotify.com/v1/audio-analysis/1T4k0sw0HldDg004Kw4Oct,167977,3,Yes,7
Igualito A Mi Apa,Fuerza Regida & Peso Pluma,0.758,0.812,4,-3.272,0,0.0854,0.188,0.0,0.0564,0.795,144.908,audio_features,17js0w8GTkTUFGFM6PYvBd,spotify:track:17js0w8GTkTUFGFM6PYvBd,https://api.spotify.com/v1/tracks/17js0w8GTkTUFGFM6PYvBd,https://api.spotify.com/v1/audio-analysis/17js0w8GTkTUFGFM6PYvBd,166821,4,Yes,5
Special,Lizzo Featuring SZA,0.464,0.724,7,-5.019,1,0.0705,0.0188,0.0,0.679,0.303,82.526,audio_features,0rc1HCVoReqzzXF9jssqZk,spotify:track:0rc1HCVoReqzzXF9jssqZk,https://api.spotify.com/v1/tracks/0rc1HCVoReqzzXF9jssqZk,https://api.spotify.com/v1/audio-analysis/0rc1HCVoReqzzXF9jssqZk,174749,4,Yes,13
5 Leaf Clover,Luke Combs,0.423,0.58,1,-4.959,1,0.0243,0.0554,2.92e-06,0.168,0.336,82.755,audio_features,52ChYmfu792MW2Ezv0whpk,spotify:track:52ChYmfu792MW2Ezv0whpk,https://api.spotify.com/v1/tracks/52ChYmfu792MW2Ezv0whpk,https://api.spotify.com/v1/audio-analysis/52ChYmfu792MW2Ezv0whpk,211053,3,Yes,0
"Bzrp Music Sessions, Vol. 53",Bizarrap & Shakira,0.778,0.632,2,-5.6,0,0.0493,0.274,0.0,0.0915,0.498,122.104,audio_features,4nrPB8O7Y7wsOCJdgXkthe,spotify:track:4nrPB8O7Y7wsOCJdgXkthe,https://api.spotify.com/v1/tracks/4nrPB8O7Y7wsOCJdgXkthe,https://api.spotify.com/v1/audio-analysis/4nrPB8O7Y7wsOCJdgXkthe,218289,4,Yes,5
Heaven,Niall Horan,0.571,0.761,5,-3.485,1,0.0261,0.0708,0.0,0.331,0.681,91.991,audio_features,1yHVHoz6Ny29gbbWJYVnFt,spotify:track:1yHVHoz6Ny29gbbWJYVnFt,https://api.spotify.com/v1/tracks/1yHVHoz6Ny29gbbWJYVnFt,https://api.spotify.com/v1/audio-analysis/1yHVHoz6Ny29gbbWJYVnFt,186043,4,Yes,1
Don't Play With It,Lola Brooke X Latto X Yung Miami Or Featuring Billy B,0.776,0.688,1,-5.75,1,0.127,0.00645,0.0,0.0757,0.43,99.122,audio_features,7rl489EKnUgITmkBd6P9zi,spotify:track:7rl489EKnUgITmkBd6P9zi,https://api.spotify.com/v1/tracks/7rl489EKnUgITmkBd6P9zi,https://api.spotify.com/v1/audio-analysis/7rl489EKnUgITmkBd6P9zi,179533,4,Yes,1
Memory Lane,Old Dominion,0.645,0.8,6,-4.272,1,0.0363,0.0189,1.12e-05,0.0858,0.375,118.977,audio_features,5kB6WithhB8Iv08EMNmAbt,spotify:track:5kB6WithhB8Iv08EMNmAbt,https://api.spotify.com/v1/tracks/5kB6WithhB8Iv08EMNmAbt,https://api.spotify.com/v1/audio-analysis/5kB6WithhB8Iv08EMNmAbt,172480,4,Yes,1
Love Again,The Kid LAROI,0.662,0.398,11,-6.691,0,0.0275,0.716,0.0,0.111,0.468,107.001,audio_features,4sx6NRwL6Ol3V6m9exwGlQ,spotify:track:4sx6NRwL6Ol3V6m9exwGlQ,https://api.spotify.com/v1/tracks/4sx6NRwL6Ol3V6m9exwGlQ,https://api.spotify.com/v1/audio-analysis/4sx6NRwL6Ol3V6m9exwGlQ,145850,4,Yes,3
'98 Braves,Morgan Wallen,0.732,0.839,9,-5.007,1,0.0345,0.265,0.0,0.602,0.629,119.724,audio_features,5W4kiM2cUYBJXKRudNyxjW,spotify:track:5W4kiM2cUYBJXKRudNyxjW,https://api.spotify.com/v1/tracks/5W4kiM2cUYBJXKRudNyxjW,https://api.spotify.com/v1/audio-analysis/5W4kiM2cUYBJXKRudNyxjW,157478,4,Yes,13
Di Que Si,Grupo Marca Registrada X Grupo Frontera,0.57,0.589,9,-5.378,1,0.0488,0.0753,0.0,0.0582,0.796,182.318,audio_features,0kzN7YAMSbmlHOvxlbQW9y,spotify:track:0kzN7YAMSbmlHOvxlbQW9y,https://api.spotify.com/v1/tracks/0kzN7YAMSbmlHOvxlbQW9y,https://api.spotify.com/v1/audio-analysis/0kzN7YAMSbmlHOvxlbQW9y,190554,4,Yes,4
It Matters To Her,Scotty McCreery,0.516,0.752,7,-5.09,1,0.0333,0.00528,3.78e-05,0.251,0.482,105.007,audio_features,4aSRUXfKuBbmje0eXNukuL,spotify:track:4aSRUXfKuBbmje0eXNukuL,https://api.spotify.com/v1/tracks/4aSRUXfKuBbmje0eXNukuL,https://api.spotify.com/v1/audio-analysis/4aSRUXfKuBbmje0eXNukuL,171880,4,Yes,1
Like a Rolling Stone,Bob Dylan,0.482,0.721,0,-6.839,1,0.0321,0.731,0.0,0.189,0.557,95.263,audio_features,3AhXZa8sUQht0UEdBJgpGc,spotify:track:3AhXZa8sUQht0UEdBJgpGc,https://api.spotify.com/v1/tracks/3AhXZa8sUQht0UEdBJgpGc,https://api.spotify.com/v1/audio-analysis/3AhXZa8sUQht0UEdBJgpGc,369600,4,No,3
(I Can't Get No) Satisfaction,The Rolling Stones,0.723,0.863,2,-7.89,1,0.0338,0.0383,0.0317,0.128,0.931,136.302,audio_features,2PzU4IB8Dr6mxV3lHuaG34,spotify:track:2PzU4IB8Dr6mxV3lHuaG34,https://api.spotify.com/v1/tracks/2PzU4IB8Dr6mxV3lHuaG34,https://api.spotify.com/v1/audio-analysis/2PzU4IB8Dr6mxV3lHuaG34,222813,4,No,5
Good Vibrations,The Beach Boys,0.396,0.473,10,-7.67,0,0.0345,0.326,0.000124,0.109,0.385,133.449,audio_features,5t9KYe0Fhd5cW6UYT4qP8f,spotify:track:5t9KYe0Fhd5cW6UYT4qP8f,https://api.spotify.com/v1/tracks/5t9KYe0Fhd5cW6UYT4qP8f,https://api.spotify.com/v1/audio-analysis/5t9KYe0Fhd5cW6UYT4qP8f,219027,4,No,0
Smells Like Teen Spirit,Nirvana,0.502,0.912,1,-4.556,1,0.0564,2.55e-05,0.000173,0.106,0.72,116.761,audio_features,5ghIJDpPoe3CfHMGu71E6T,spotify:track:5ghIJDpPoe3CfHMGu71E6T,https://api.spotify.com/v1/tracks/5ghIJDpPoe3CfHMGu71E6T,https://api.spotify.com/v1/audio-analysis/5ghIJDpPoe3CfHMGu71E6T,301920,4,No,1
Respect,Aretha Franklin,0.805,0.558,0,-5.226,1,0.041,0.164,2.2e-05,0.0546,0.965,114.95,audio_features,7s25THrKz86DM225dOYwnr,spotify:track:7s25THrKz86DM225dOYwnr,https://api.spotify.com/v1/tracks/7s25THrKz86DM225dOYwnr,https://api.spotify.com/v1/audio-analysis/7s25THrKz86DM225dOYwnr,147600,4,No,5
Sittin' on the Dock of the Bay,Otis Redding,0.769,0.367,2,-11.226,1,0.0312,0.684,1.62e-05,0.081,0.535,103.621,audio_features,3zBhihYUHBmGd2bcQIobrF,spotify:track:3zBhihYUHBmGd2bcQIobrF,https://api.spotify.com/v1/tracks/3zBhihYUHBmGd2bcQIobrF,https://api.spotify.com/v1/audio-analysis/3zBhihYUHBmGd2bcQIobrF,163756,4,No,3
I Heard It Through the Grapevine,Marvin Gaye,0.711,0.362,3,-10.851,0,0.0381,0.272,0.0,0.127,0.616,117.287,audio_features,1tqT6DhmsrtQgyCKUwotiw,spotify:track:1tqT6DhmsrtQgyCKUwotiw,https://api.spotify.com/v1/tracks/1tqT6DhmsrtQgyCKUwotiw,https://api.spotify.com/v1/audio-analysis/1tqT6DhmsrtQgyCKUwotiw,194293,4,No,10
Johnny B. Goode,Chuck Berry,0.534,0.803,10,-9.129,1,0.0743,0.741,6.07e-05,0.307,0.969,167.983,audio_features,2QfiRTz5Yc8DdShCxG1tB2,spotify:track:2QfiRTz5Yc8DdShCxG1tB2,https://api.spotify.com/v1/tracks/2QfiRTz5Yc8DdShCxG1tB2,https://api.spotify.com/v1/audio-analysis/2QfiRTz5Yc8DdShCxG1tB2,161560,4,No,4
Stairway to Heaven,Led Zeppelin,0.338,0.34,9,-12.049,0,0.0339,0.58,0.0032,0.116,0.197,82.433,audio_features,5CQ30WqJwcep0pYcV4AMNc,spotify:track:5CQ30WqJwcep0pYcV4AMNc,https://api.spotify.com/v1/tracks/5CQ30WqJwcep0pYcV4AMNc,https://api.spotify.com/v1/audio-analysis/5CQ30WqJwcep0pYcV4AMNc,482830,4,No,7
Louie Louie,The Kingsmen,0.623,0.709,1,-9.818,0,0.0636,0.102,0.0,0.0967,0.948,122.394,audio_features,0iA3xXSkSCiJywKyo1UKjQ,spotify:track:0iA3xXSkSCiJywKyo1UKjQ,https://api.spotify.com/v1/tracks/0iA3xXSkSCiJywKyo1UKjQ,https://api.spotify.com/v1/audio-analysis/0iA3xXSkSCiJywKyo1UKjQ,165381,4,No,10
Anarchy in the U.K.,Sex Pistols,0.323,0.978,5,-3.841,1,0.118,0.0422,0.00019,0.201,0.168,134.222,audio_features,3LoDeIbiR12sAznmpNEmKA,spotify:track:3LoDeIbiR12sAznmpNEmKA,https://api.spotify.com/v1/tracks/3LoDeIbiR12sAznmpNEmKA,https://api.spotify.com/v1/audio-analysis/3LoDeIbiR12sAznmpNEmKA,211973,4,No,8
Strawberry Fields Forever,The Beatles,0.39,0.502,10,-12.277,1,0.178,0.336,0.000138,0.0713,0.289,97.871,audio_features,3Am0IbOxmvlSXro7N5iSfZ,spotify:track:3Am0IbOxmvlSXro7N5iSfZ,https://api.spotify.com/v1/tracks/3Am0IbOxmvlSXro7N5iSfZ,https://api.spotify.com/v1/audio-analysis/3Am0IbOxmvlSXro7N5iSfZ,247320,4,No,0
Be My Baby,The Ronettes,0.511,0.769,4,-7.032,1,0.042,0.181,0.0,0.0921,0.818,129.657,audio_features,2G2YzndIA6jeWFPBXhUjh5,spotify:track:2G2YzndIA6jeWFPBXhUjh5,https://api.spotify.com/v1/tracks/2G2YzndIA6jeWFPBXhUjh5,https://api.spotify.com/v1/audio-analysis/2G2YzndIA6jeWFPBXhUjh5,160907,4,No,4
Heartbreak Hotel,Elvis Presley,0.695,0.295,9,-8.672,1,0.0609,0.843,1.58e-06,0.0856,0.732,93.574,audio_features,1iUgrte2PxLxQ6Te95RnAV,spotify:track:1iUgrte2PxLxQ6Te95RnAV,https://api.spotify.com/v1/tracks/1iUgrte2PxLxQ6Te95RnAV,https://api.spotify.com/v1/audio-analysis/1iUgrte2PxLxQ6Te95RnAV,127960,4,No,3
The Message,Grandmaster Flash and The Furious Five,0.947,0.607,10,-10.58,0,0.202,0.0249,4.76e-06,0.0861,0.732,100.619,audio_features,5DuTNKFEjJIySAyJH1yNDU,spotify:track:5DuTNKFEjJIySAyJH1yNDU,https://api.spotify.com/v1/tracks/5DuTNKFEjJIySAyJH1yNDU,https://api.spotify.com/v1/audio-analysis/5DuTNKFEjJIySAyJH1yNDU,431800,4,No,11
My Generation,The Who,0.412,0.782,2,-9.186,0,0.058,0.308,0.00822,0.0775,0.705,96.732,audio_features,4u9f8hqstB7iITDJNzKhQx,spotify:track:4u9f8hqstB7iITDJNzKhQx,https://api.spotify.com/v1/tracks/4u9f8hqstB7iITDJNzKhQx,https://api.spotify.com/v1/audio-analysis/4u9f8hqstB7iITDJNzKhQx,198707,4,No,1
You Really Got Me,The Kinks,0.573,0.939,8,-6.441,1,0.0808,0.493,0.0,0.0994,0.963,137.382,audio_features,29SyMC0plk6qw8NMF7lfRL,spotify:track:29SyMC0plk6qw8NMF7lfRL,https://api.spotify.com/v1/tracks/29SyMC0plk6qw8NMF7lfRL,https://api.spotify.com/v1/audio-analysis/29SyMC0plk6qw8NMF7lfRL,134253,4,No,4
Love Will Tear Us Apart,Joy Division,0.527,0.923,2,-7.458,1,0.0379,0.000541,0.765,0.127,0.899,146.924,audio_features,34iOH7LY3vme5rQxsVILZ4,spotify:track:34iOH7LY3vme5rQxsVILZ4,https://api.spotify.com/v1/tracks/34iOH7LY3vme5rQxsVILZ4,https://api.spotify.com/v1/audio-analysis/34iOH7LY3vme5rQxsVILZ4,208453,4,No,6
What's Going On,Marvin Gaye,0.498,0.634,6,-12.16,0,0.0475,0.328,0.748,0.0962,0.515,93.161,audio_features,3IDc87lrpEHWFBASmgTgFV,spotify:track:3IDc87lrpEHWFBASmgTgFV,https://api.spotify.com/v1/tracks/3IDc87lrpEHWFBASmgTgFV,https://api.spotify.com/v1/audio-analysis/3IDc87lrpEHWFBASmgTgFV,193573,4,No,6
A Day in the Life,The Beatles,0.364,0.457,4,-14.162,0,0.0675,0.29,0.000106,0.922,0.175,163.219,audio_features,0hKRSZhUGEhKU6aNSPBACZ,spotify:track:0hKRSZhUGEhKU6aNSPBACZ,https://api.spotify.com/v1/tracks/0hKRSZhUGEhKU6aNSPBACZ,https://api.spotify.com/v1/audio-analysis/0hKRSZhUGEhKU6aNSPBACZ,337413,4,No,13
Born to Run,Bruce Springsteen,0.27,0.944,4,-4.199,1,0.0975,0.00501,2.05e-05,0.116,0.606,146.347,audio_features,6hTcuIQa0sxrrByu9wTD7s,spotify:track:6hTcuIQa0sxrrByu9wTD7s,https://api.spotify.com/v1/tracks/6hTcuIQa0sxrrByu9wTD7s,https://api.spotify.com/v1/audio-analysis/6hTcuIQa0sxrrByu9wTD7s,269920,4,No,8
River Deep Mountain High,Ike and Tina Turner,0.389,0.745,3,-6.998,1,0.0384,0.777,0.00159,0.143,0.271,83.037,audio_features,44BmNSqH9uZV5OfIjGcER3,spotify:track:44BmNSqH9uZV5OfIjGcER3,https://api.spotify.com/v1/tracks/44BmNSqH9uZV5OfIjGcER3,https://api.spotify.com/v1/audio-analysis/44BmNSqH9uZV5OfIjGcER3,214880,4,No,0
God Save the Queen,Sex Pistols,0.274,0.908,9,-5.419,1,0.0691,0.00103,0.00219,0.154,0.483,148.246,audio_features,6ui6l3ZNvlrGQZArwo8195,spotify:track:6ui6l3ZNvlrGQZArwo8195,https://api.spotify.com/v1/tracks/6ui6l3ZNvlrGQZArwo8195,https://api.spotify.com/v1/audio-analysis/6ui6l3ZNvlrGQZArwo8195,200080,4,No,8
Imagine,John Lennon,0.547,0.257,0,-12.358,1,0.0252,0.907,0.183,0.0935,0.169,75.752,audio_features,7pKfPomDEeI4TPT6EOYjn9,spotify:track:7pKfPomDEeI4TPT6EOYjn9,https://api.spotify.com/v1/tracks/7pKfPomDEeI4TPT6EOYjn9,https://api.spotify.com/v1/audio-analysis/7pKfPomDEeI4TPT6EOYjn9,187867,4,No,7
I Want to Hold Your Hand,The Beatles,0.49,0.715,7,-5.549,1,0.0476,0.386,0.0,0.311,0.866,130.726,audio_features,4pbG9SUmWIvsROVLF0zF9s,spotify:track:4pbG9SUmWIvsROVLF0zF9s,https://api.spotify.com/v1/tracks/4pbG9SUmWIvsROVLF0zF9s,https://api.spotify.com/v1/audio-analysis/4pbG9SUmWIvsROVLF0zF9s,145747,4,No,4
You've Lost That Lovin' Feelin',The Righteous Brothers,0.369,0.305,1,-14.303,1,0.0267,0.522,0.0,0.0579,0.376,94.791,audio_features,6AeyHqzNHJthYJbn0tvJ4b,spotify:track:6AeyHqzNHJthYJbn0tvJ4b,https://api.spotify.com/v1/tracks/6AeyHqzNHJthYJbn0tvJ4b,https://api.spotify.com/v1/audio-analysis/6AeyHqzNHJthYJbn0tvJ4b,226453,4,No,7
Billie Jean,Michael Jackson,0.92,0.654,11,-3.051,0,0.0401,0.0236,0.0153,0.036,0.847,117.046,audio_features,5ChkMS8OtdzJeqyybCc9R5,spotify:track:5ChkMS8OtdzJeqyybCc9R5,https://api.spotify.com/v1/tracks/5ChkMS8OtdzJeqyybCc9R5,https://api.spotify.com/v1/audio-analysis/5ChkMS8OtdzJeqyybCc9R5,293827,4,No,5
Tutti Frutti,Little Richard,0.555,0.658,5,-3.866,1,0.0541,0.793,0.0,0.118,0.937,184.835,audio_features,2iXcvnD3d1gfLBum0cE5Eg,spotify:track:2iXcvnD3d1gfLBum0cE5Eg,https://api.spotify.com/v1/tracks/2iXcvnD3d1gfLBum0cE5Eg,https://api.spotify.com/v1/audio-analysis/2iXcvnD3d1gfLBum0cE5Eg,144227,4,No,4
What'd I Say,Ray Charles,0.54,0.681,4,-5.44,1,0.0508,0.808,0.0,0.162,0.794,88.385,audio_features,5yQ9iMZXGcr5rlO4hoLsP4,spotify:track:5yQ9iMZXGcr5rlO4hoLsP4,https://api.spotify.com/v1/tracks/5yQ9iMZXGcr5rlO4hoLsP4,https://api.spotify.com/v1/audio-analysis/5yQ9iMZXGcr5rlO4hoLsP4,307053,4,No,3
Reach Out (I'll Be There),The Four Tops,0.607,0.599,3,-8.908,0,0.0282,0.0253,0.0,0.188,0.735,119.842,audio_features,6Pkj4nv5K53i64cLVgkVyY,spotify:track:6Pkj4nv5K53i64cLVgkVyY,https://api.spotify.com/v1/tracks/6Pkj4nv5K53i64cLVgkVyY,https://api.spotify.com/v1/audio-analysis/6Pkj4nv5K53i64cLVgkVyY,178533,4,No,10
I Want You Back,The Jackson 5,0.469,0.538,8,-13.559,1,0.0571,0.305,0.00012,0.37,0.886,196.605,audio_features,5LxvwujISqiB8vpRYv887S,spotify:track:5LxvwujISqiB8vpRYv887S,https://api.spotify.com/v1/tracks/5LxvwujISqiB8vpRYv887S,https://api.spotify.com/v1/audio-analysis/5LxvwujISqiB8vpRYv887S,176333,4,No,4
Light My Fire,The Doors,0.462,0.629,4,-11.963,0,0.0294,0.149,0.000194,0.202,0.675,131.062,audio_features,6tGlPE4QClYVNdaRFxV6Iy,spotify:track:6tGlPE4QClYVNdaRFxV6Iy,https://api.spotify.com/v1/tracks/6tGlPE4QClYVNdaRFxV6Iy,https://api.spotify.com/v1/audio-analysis/6tGlPE4QClYVNdaRFxV6Iy,418387,4,No,0
Superstition,Stevie Wonder,0.633,0.634,8,-12.115,1,0.0725,0.038,0.0064,0.0385,0.872,100.499,audio_features,1h2xVEoJORqrg71HocgqXd,spotify:track:1h2xVEoJORqrg71HocgqXd,https://api.spotify.com/v1/tracks/1h2xVEoJORqrg71HocgqXd,https://api.spotify.com/v1/audio-analysis/1h2xVEoJORqrg71HocgqXd,245493,4,No,10
